"county","state","party","procent_wykształcenie_wyższe","liczba_gł_republikanie","liczba_gł_demokraci"
Hawkins,Tennessee,Republican,"10 - 15 %",2841964,1491324
Crawford,Missouri,Republican,"10 - 15 %",2841964,1491324
Harrison,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Oconto,Wisconsin,Democrat,"10 - 15 %",2841964,1491324
Sabine,Louisiana,Republican,"10 - 15 %",2841964,1491324
Etowah,Alabama,Republican,"10 - 15 %",2841964,1491324
Hill,Texas,Republican,"10 - 15 %",2841964,1491324
Lea,New Mexico,Democrat,"10 - 15 %",2841964,1491324
Alexander,North Carolina,Democrat,"10 - 15 %",2841964,1491324
Langlade,Wisconsin,Democrat,"10 - 15 %",2841964,1491324
Dade,Missouri,Democrat,"10 - 15 %",2841964,1491324
Matagorda,Texas,Republican,"10 - 15 %",2841964,1491324
Lincoln,Idaho,Democrat,"10 - 15 %",2841964,1491324
Floyd,Kentucky,Republican,"10 - 15 %",2841964,1491324
Scioto,Ohio,Democrat,"10 - 15 %",2841964,1491324
Caddo,Oklahoma,Democrat,"10 - 15 %",2841964,1491324
Bracken,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Franklin,Arkansas,Republican,"10 - 15 %",2841964,1491324
Henry,Virginia,Republican,"10 - 15 %",2841964,1491324
Brown,Ohio,Democrat,"10 - 15 %",2841964,1491324
Elbert,Georgia,Republican,"10 - 15 %",2841964,1491324
Pulaski,Illinois,Democrat,"10 - 15 %",2841964,1491324
Sanilac,Michigan,Republican,"10 - 15 %",2841964,1491324
Roosevelt,Montana,Democrat,"10 - 15 %",2841964,1491324
Grenada,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Madison,Louisiana,Democrat,"10 - 15 %",2841964,1491324
White Pine,Nevada,Republican,"10 - 15 %",2841964,1491324
Quay,New Mexico,Democrat,"10 - 15 %",2841964,1491324
Mecklenburg,Virginia,Democrat,"10 - 15 %",2841964,1491324
Castro,Texas,Republican,"10 - 15 %",2841964,1491324
Greene,Arkansas,Republican,"10 - 15 %",2841964,1491324
Phillips,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Hopewell,Virginia,Republican,"10 - 15 %",2841964,1491324
Haskell,Oklahoma,Democrat,"10 - 15 %",2841964,1491324
Brunswick,Virginia,Republican,"10 - 15 %",2841964,1491324
Burleson,Texas,Republican,"10 - 15 %",2841964,1491324
Calhoun,West Virginia,Republican,"10 - 15 %",2841964,1491324
Pickens,Alabama,Democrat,"10 - 15 %",2841964,1491324
Ogemaw,Michigan,Republican,"10 - 15 %",2841964,1491324
Clarendon,South Carolina,Republican,"10 - 15 %",2841964,1491324
Wharton,Texas,Republican,"10 - 15 %",2841964,1491324
Marshall,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Person,North Carolina,Republican,"10 - 15 %",2841964,1491324
Van Zandt,Texas,Democrat,"10 - 15 %",2841964,1491324
Claiborne,Louisiana,Democrat,"10 - 15 %",2841964,1491324
Leake,Mississippi,Republican,"10 - 15 %",2841964,1491324
Henry,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Allamakee,Iowa,Democrat,"10 - 15 %",2841964,1491324
Braxton,West Virginia,Republican,"10 - 15 %",2841964,1491324
Cross,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Pike,Ohio,Democrat,"10 - 15 %",2841964,1491324
Lawrence,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Marion,Mississippi,Republican,"10 - 15 %",2841964,1491324
Cumberland,Virginia,Democrat,"10 - 15 %",2841964,1491324
Marion,Illinois,Republican,"10 - 15 %",2841964,1491324
Potter,Pennsylvania,Democrat,"10 - 15 %",2841964,1491324
Brooks,Georgia,Republican,"10 - 15 %",2841964,1491324
Apache,Arizona,Democrat,"10 - 15 %",2841964,1491324
Saint Francis,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Sampson,North Carolina,Democrat,"10 - 15 %",2841964,1491324
Polk,Georgia,Democrat,"10 - 15 %",2841964,1491324
Coshocton,Ohio,Republican,"10 - 15 %",2841964,1491324
Cross,Arkansas,Republican,"10 - 15 %",2841964,1491324
Adams,Ohio,Republican,"10 - 15 %",2841964,1491324
Ware,Georgia,Republican,"10 - 15 %",2841964,1491324
Dallas,Arkansas,Republican,"10 - 15 %",2841964,1491324
Whitley,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Rockcastle,Kentucky,Republican,"10 - 15 %",2841964,1491324
Navajo,Arizona,Republican,"10 - 15 %",2841964,1491324
Tehama,California,Republican,"10 - 15 %",2841964,1491324
Dallas,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Ripley,Missouri,Republican,"10 - 15 %",2841964,1491324
Lauderdale,Tennessee,Republican,"10 - 15 %",2841964,1491324
Clay,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Polk,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Texas,Missouri,Democrat,"10 - 15 %",2841964,1491324
Cotton,Oklahoma,Republican,"10 - 15 %",2841964,1491324
Hardin,Illinois,Democrat,"10 - 15 %",2841964,1491324
Mingo,West Virginia,Democrat,"10 - 15 %",2841964,1491324
McNairy,Tennessee,Republican,"10 - 15 %",2841964,1491324
Washington,Florida,Democrat,"10 - 15 %",2841964,1491324
Orange,Indiana,Democrat,"10 - 15 %",2841964,1491324
Lenoir,North Carolina,Democrat,"10 - 15 %",2841964,1491324
Gray,Texas,Republican,"10 - 15 %",2841964,1491324
Adams,Wisconsin,Republican,"10 - 15 %",2841964,1491324
Wilcox,Alabama,Republican,"10 - 15 %",2841964,1491324
Luna,New Mexico,Republican,"10 - 15 %",2841964,1491324
Tazewell,Virginia,Republican,"10 - 15 %",2841964,1491324
Stewart,Georgia,Republican,"10 - 15 %",2841964,1491324
Crowley,Colorado,Democrat,"10 - 15 %",2841964,1491324
Yadkin,North Carolina,Democrat,"10 - 15 %",2841964,1491324
Allen,Kentucky,Republican,"10 - 15 %",2841964,1491324
Gilchrist,Florida,Democrat,"10 - 15 %",2841964,1491324
Clark,Missouri,Democrat,"10 - 15 %",2841964,1491324
Quitman,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Newton,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Bullitt,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Corson,South Dakota,Republican,"10 - 15 %",2841964,1491324
Charles City,Virginia,Democrat,"10 - 15 %",2841964,1491324
Wayne,Georgia,Democrat,"10 - 15 %",2841964,1491324
Guernsey,Ohio,Republican,"10 - 15 %",2841964,1491324
Mineral,West Virginia,Democrat,"10 - 15 %",2841964,1491324
Osceola,Michigan,Republican,"10 - 15 %",2841964,1491324
Izard,Arkansas,Republican,"10 - 15 %",2841964,1491324
Jackson,Iowa,Republican,"10 - 15 %",2841964,1491324
Graham,North Carolina,Democrat,"10 - 15 %",2841964,1491324
Greene,Alabama,Republican,"10 - 15 %",2841964,1491324
Covington,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Hocking,Ohio,Democrat,"10 - 15 %",2841964,1491324
Covington,Mississippi,Republican,"10 - 15 %",2841964,1491324
Menominee,Michigan,Republican,"10 - 15 %",2841964,1491324
Ballard,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Wayne,West Virginia,Democrat,"10 - 15 %",2841964,1491324
Cameron,Pennsylvania,Democrat,"10 - 15 %",2841964,1491324
Shoshone,Idaho,Democrat,"10 - 15 %",2841964,1491324
Hudspeth,Texas,Republican,"10 - 15 %",2841964,1491324
Adair,Oklahoma,Republican,"10 - 15 %",2841964,1491324
Jones,North Carolina,Republican,"10 - 15 %",2841964,1491324
Liberty,Florida,Republican,"10 - 15 %",2841964,1491324
Vermilion,Louisiana,Republican,"10 - 15 %",2841964,1491324
Ward,Texas,Democrat,"10 - 15 %",2841964,1491324
Cullman,Alabama,Republican,"10 - 15 %",2841964,1491324
Blount,Alabama,Democrat,"10 - 15 %",2841964,1491324
Scott,Missouri,Democrat,"10 - 15 %",2841964,1491324
Evangeline,Louisiana,Republican,"10 - 15 %",2841964,1491324
Jeff Davis,Mississippi,Republican,"10 - 15 %",2841964,1491324
Bullitt,Kentucky,Republican,"10 - 15 %",2841964,1491324
Adams,Ohio,Democrat,"10 - 15 %",2841964,1491324
Overton,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Uvalde,Texas,Democrat,"10 - 15 %",2841964,1491324
Greene,Indiana,Democrat,"10 - 15 %",2841964,1491324
Washington,Florida,Republican,"10 - 15 %",2841964,1491324
Emanuel,Georgia,Democrat,"10 - 15 %",2841964,1491324
Seminole,Oklahoma,Republican,"10 - 15 %",2841964,1491324
Oneida,Idaho,Republican,"10 - 15 %",2841964,1491324
Warren,North Carolina,Democrat,"10 - 15 %",2841964,1491324
Telfair,Georgia,Republican,"10 - 15 %",2841964,1491324
Ralls,Missouri,Democrat,"10 - 15 %",2841964,1491324
Monroe,Arkansas,Republican,"10 - 15 %",2841964,1491324
Johnson,Kentucky,Republican,"10 - 15 %",2841964,1491324
Jefferson,Nebraska,Democrat,"10 - 15 %",2841964,1491324
St. Martin,Louisiana,Republican,"10 - 15 %",2841964,1491324
Grundy,Missouri,Republican,"10 - 15 %",2841964,1491324
Somerset,Maryland,Democrat,"10 - 15 %",2841964,1491324
Jackson,Indiana,Republican,"10 - 15 %",2841964,1491324
Benton,Missouri,Republican,"10 - 15 %",2841964,1491324
Dewey,South Dakota,Democrat,"10 - 15 %",2841964,1491324
Logan,Ohio,Republican,"10 - 15 %",2841964,1491324
Clearfield,Pennsylvania,Democrat,"10 - 15 %",2841964,1491324
Chambers,Alabama,Republican,"10 - 15 %",2841964,1491324
Crawford,Indiana,Democrat,"10 - 15 %",2841964,1491324
Grady,Georgia,Democrat,"10 - 15 %",2841964,1491324
Howard,Iowa,Republican,"10 - 15 %",2841964,1491324
Randolph,Indiana,Democrat,"10 - 15 %",2841964,1491324
Owsley,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Ralls,Missouri,Republican,"10 - 15 %",2841964,1491324
Adams,Iowa,Democrat,"10 - 15 %",2841964,1491324
Shelby,Missouri,Democrat,"10 - 15 %",2841964,1491324
Grant,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Moultrie,Illinois,Republican,"10 - 15 %",2841964,1491324
Saline,Illinois,Democrat,"10 - 15 %",2841964,1491324
Vermillion,Indiana,Republican,"10 - 15 %",2841964,1491324
Richmond,North Carolina,Democrat,"10 - 15 %",2841964,1491324
Jasper,Georgia,Democrat,"10 - 15 %",2841964,1491324
Johnson,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Nuckolls,Nebraska,Democrat,"10 - 15 %",2841964,1491324
Kalkaska,Michigan,Republican,"10 - 15 %",2841964,1491324
Independence,Arkansas,Republican,"10 - 15 %",2841964,1491324
Prentiss,Mississippi,Republican,"10 - 15 %",2841964,1491324
Letcher,Kentucky,Republican,"10 - 15 %",2841964,1491324
Colquitt,Georgia,Republican,"10 - 15 %",2841964,1491324
Lanier,Georgia,Republican,"10 - 15 %",2841964,1491324
Nottoway,Virginia,Republican,"10 - 15 %",2841964,1491324
Nicholas,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Lander,Nevada,Democrat,"10 - 15 %",2841964,1491324
Greenlee,Arizona,Republican,"10 - 15 %",2841964,1491324
Dakota,Nebraska,Democrat,"10 - 15 %",2841964,1491324
Apache,Arizona,Republican,"10 - 15 %",2841964,1491324
Miller,Georgia,Democrat,"10 - 15 %",2841964,1491324
Elk,Pennsylvania,Democrat,"10 - 15 %",2841964,1491324
Martin,North Carolina,Republican,"10 - 15 %",2841964,1491324
Appling,Georgia,Democrat,"10 - 15 %",2841964,1491324
Scott,Arkansas,Republican,"10 - 15 %",2841964,1491324
Waushara,Wisconsin,Republican,"10 - 15 %",2841964,1491324
Lawrence,Alabama,Democrat,"10 - 15 %",2841964,1491324
Stewart,Tennessee,Republican,"10 - 15 %",2841964,1491324
Morehouse,Louisiana,Democrat,"10 - 15 %",2841964,1491324
Chester,South Carolina,Democrat,"10 - 15 %",2841964,1491324
Copiah,Mississippi,Republican,"10 - 15 %",2841964,1491324
Dade,Missouri,Republican,"10 - 15 %",2841964,1491324
Yazoo,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Latimer,Oklahoma,Republican,"10 - 15 %",2841964,1491324
Ste. Genevieve,Missouri,Republican,"10 - 15 %",2841964,1491324
Franklin,Mississippi,Republican,"10 - 15 %",2841964,1491324
Cherokee,Alabama,Democrat,"10 - 15 %",2841964,1491324
Panola,Mississippi,Republican,"10 - 15 %",2841964,1491324
Shelby,Indiana,Democrat,"10 - 15 %",2841964,1491324
Idaho County,Idaho,Democrat,"10 - 15 %",2841964,1491324
Walthall,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Polk,Texas,Democrat,"10 - 15 %",2841964,1491324
Early,Georgia,Democrat,"10 - 15 %",2841964,1491324
Noble,Indiana,Republican,"10 - 15 %",2841964,1491324
Mason,West Virginia,Democrat,"10 - 15 %",2841964,1491324
Knott,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Benewah,Idaho,Democrat,"10 - 15 %",2841964,1491324
Perry,Alabama,Democrat,"10 - 15 %",2841964,1491324
Newaygo,Michigan,Democrat,"10 - 15 %",2841964,1491324
Knox,Kentucky,Republican,"10 - 15 %",2841964,1491324
Chesterfield,South Carolina,Democrat,"10 - 15 %",2841964,1491324
Kenedy,Texas,Republican,"10 - 15 %",2841964,1491324
Pike,Indiana,Democrat,"10 - 15 %",2841964,1491324
Dickenson,Virginia,Democrat,"10 - 15 %",2841964,1491324
Twiggs,Georgia,Democrat,"10 - 15 %",2841964,1491324
Humphreys,Mississippi,Republican,"10 - 15 %",2841964,1491324
Marquette,Wisconsin,Democrat,"10 - 15 %",2841964,1491324
Coshocton,Ohio,Democrat,"10 - 15 %",2841964,1491324
Appling,Georgia,Republican,"10 - 15 %",2841964,1491324
Lawrence,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Barnwell,South Carolina,Republican,"10 - 15 %",2841964,1491324
Okeechobee,Florida,Republican,"10 - 15 %",2841964,1491324
Adams,Iowa,Republican,"10 - 15 %",2841964,1491324
Claiborne,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Kalkaska,Michigan,Democrat,"10 - 15 %",2841964,1491324
Moore,Texas,Democrat,"10 - 15 %",2841964,1491324
Amite,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Ashtabula,Ohio,Republican,"10 - 15 %",2841964,1491324
Jeff Davis,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Webster,Louisiana,Republican,"10 - 15 %",2841964,1491324
Talbot,Georgia,Republican,"10 - 15 %",2841964,1491324
Marion,Texas,Republican,"10 - 15 %",2841964,1491324
Mineral,Montana,Republican,"10 - 15 %",2841964,1491324
Wayne,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Yazoo,Mississippi,Republican,"10 - 15 %",2841964,1491324
Wayne,Iowa,Republican,"10 - 15 %",2841964,1491324
Evans,Georgia,Republican,"10 - 15 %",2841964,1491324
Iron,Missouri,Democrat,"10 - 15 %",2841964,1491324
Shelby,Ohio,Republican,"10 - 15 %",2841964,1491324
Morehouse,Louisiana,Republican,"10 - 15 %",2841964,1491324
Parke,Indiana,Republican,"10 - 15 %",2841964,1491324
Cumberland,Illinois,Democrat,"10 - 15 %",2841964,1491324
Wise,Virginia,Democrat,"10 - 15 %",2841964,1491324
Grant,Kentucky,Republican,"10 - 15 %",2841964,1491324
Banks,Georgia,Republican,"10 - 15 %",2841964,1491324
Carroll,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Monroe,Ohio,Democrat,"10 - 15 %",2841964,1491324
Marshall,Oklahoma,Republican,"10 - 15 %",2841964,1491324
Greene,Indiana,Republican,"10 - 15 %",2841964,1491324
Bradley,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Randolph,Arkansas,Republican,"10 - 15 %",2841964,1491324
Upton,Texas,Republican,"10 - 15 %",2841964,1491324
Nevada,Arkansas,Republican,"10 - 15 %",2841964,1491324
Southampton,Virginia,Democrat,"10 - 15 %",2841964,1491324
Greene,Illinois,Republican,"10 - 15 %",2841964,1491324
Benton,Tennessee,Republican,"10 - 15 %",2841964,1491324
Cumberland,New Jersey,Democrat,"10 - 15 %",2841964,1491324
Clark,Wisconsin,Democrat,"10 - 15 %",2841964,1491324
Pickett,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Chesterfield,South Carolina,Republican,"10 - 15 %",2841964,1491324
Scurry,Texas,Democrat,"10 - 15 %",2841964,1491324
Montgomery,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Barbour,Alabama,Republican,"10 - 15 %",2841964,1491324
Claiborne,Tennessee,Republican,"10 - 15 %",2841964,1491324
Sandusky,Ohio,Democrat,"10 - 15 %",2841964,1491324
Butler,Missouri,Democrat,"10 - 15 %",2841964,1491324
Preble,Ohio,Republican,"10 - 15 %",2841964,1491324
Walker,Georgia,Republican,"10 - 15 %",2841964,1491324
Moore,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Gaines,Texas,Democrat,"10 - 15 %",2841964,1491324
Webster,Georgia,Republican,"10 - 15 %",2841964,1491324
Carter,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Titus,Texas,Democrat,"10 - 15 %",2841964,1491324
Kinney,Texas,Republican,"10 - 15 %",2841964,1491324
Gilliam,Oregon,Democrat,"10 - 15 %",2841964,1491324
Del Norte,California,Republican,"10 - 15 %",2841964,1491324
Andrews,Texas,Republican,"10 - 15 %",2841964,1491324
Todd,South Dakota,Republican,"10 - 15 %",2841964,1491324
Gadsden,Florida,Democrat,"10 - 15 %",2841964,1491324
DeSoto,Louisiana,Democrat,"10 - 15 %",2841964,1491324
Pike,Missouri,Republican,"10 - 15 %",2841964,1491324
Marquette,Wisconsin,Republican,"10 - 15 %",2841964,1491324
Webster,Louisiana,Democrat,"10 - 15 %",2841964,1491324
Benton,Missouri,Democrat,"10 - 15 %",2841964,1491324
Green,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Colquitt,Georgia,Democrat,"10 - 15 %",2841964,1491324
Crawford,Iowa,Democrat,"10 - 15 %",2841964,1491324
Humboldt,Nevada,Republican,"10 - 15 %",2841964,1491324
Missaukee,Michigan,Democrat,"10 - 15 %",2841964,1491324
Oglala Lakota,South Dakota,Republican,"10 - 15 %",2841964,1491324
Miami,Indiana,Republican,"10 - 15 %",2841964,1491324
Jasper,Indiana,Republican,"10 - 15 %",2841964,1491324
Coffee,Georgia,Republican,"10 - 15 %",2841964,1491324
Crawford,Georgia,Republican,"10 - 15 %",2841964,1491324
Shoshone,Idaho,Republican,"10 - 15 %",2841964,1491324
Cass,Indiana,Republican,"10 - 15 %",2841964,1491324
Vermillion,Indiana,Democrat,"10 - 15 %",2841964,1491324
Mineral,West Virginia,Republican,"10 - 15 %",2841964,1491324
Vermilion,Louisiana,Democrat,"10 - 15 %",2841964,1491324
Johnson,Nebraska,Republican,"10 - 15 %",2841964,1491324
Abbeville,South Carolina,Republican,"10 - 15 %",2841964,1491324
Crenshaw,Alabama,Democrat,"10 - 15 %",2841964,1491324
Merced,California,Republican,"10 - 15 %",2841964,1491324
Grady,Georgia,Republican,"10 - 15 %",2841964,1491324
Putnam,Missouri,Democrat,"10 - 15 %",2841964,1491324
Washington,North Carolina,Republican,"10 - 15 %",2841964,1491324
Little River,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Madera,California,Democrat,"10 - 15 %",2841964,1491324
Haskell,Oklahoma,Republican,"10 - 15 %",2841964,1491324
Holmes,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Marshall,Mississippi,Republican,"10 - 15 %",2841964,1491324
Nicholas,Kentucky,Republican,"10 - 15 %",2841964,1491324
White,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Corson,South Dakota,Democrat,"10 - 15 %",2841964,1491324
Cumberland,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Berrien,Georgia,Republican,"10 - 15 %",2841964,1491324
St. Joseph,Michigan,Republican,"10 - 15 %",2841964,1491324
Harlan,Kentucky,Republican,"10 - 15 %",2841964,1491324
Dallas,Alabama,Democrat,"10 - 15 %",2841964,1491324
Edwards,Illinois,Republican,"10 - 15 %",2841964,1491324
Mason,Illinois,Democrat,"10 - 15 %",2841964,1491324
Ottawa,Oklahoma,Democrat,"10 - 15 %",2841964,1491324
Vermilion,Illinois,Republican,"10 - 15 %",2841964,1491324
Lewis,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Musselshell,Montana,Democrat,"10 - 15 %",2841964,1491324
Sabine,Louisiana,Democrat,"10 - 15 %",2841964,1491324
Live Oak,Texas,Republican,"10 - 15 %",2841964,1491324
Buena Vista,Virginia,Republican,"10 - 15 %",2841964,1491324
Tazewell,Virginia,Democrat,"10 - 15 %",2841964,1491324
Holmes,Florida,Republican,"10 - 15 %",2841964,1491324
Lea,New Mexico,Republican,"10 - 15 %",2841964,1491324
Crawford,Ohio,Democrat,"10 - 15 %",2841964,1491324
Powell,Kentucky,Republican,"10 - 15 %",2841964,1491324
Fulton,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Grimes,Texas,Republican,"10 - 15 %",2841964,1491324
Wayne,Mississippi,Republican,"10 - 15 %",2841964,1491324
Hardin,Illinois,Republican,"10 - 15 %",2841964,1491324
Lawrence,Indiana,Democrat,"10 - 15 %",2841964,1491324
Martin,Indiana,Republican,"10 - 15 %",2841964,1491324
Del Norte,California,Democrat,"10 - 15 %",2841964,1491324
Choctaw,Alabama,Republican,"10 - 15 %",2841964,1491324
Perry,Arkansas,Republican,"10 - 15 %",2841964,1491324
Cedar,Missouri,Democrat,"10 - 15 %",2841964,1491324
Laurens,South Carolina,Democrat,"10 - 15 %",2841964,1491324
Calhoun,Georgia,Republican,"10 - 15 %",2841964,1491324
Chickasaw,Mississippi,Republican,"10 - 15 %",2841964,1491324
Meigs,Ohio,Republican,"10 - 15 %",2841964,1491324
Concordia,Louisiana,Republican,"10 - 15 %",2841964,1491324
Wyandot,Ohio,Democrat,"10 - 15 %",2841964,1491324
Panola,Texas,Democrat,"10 - 15 %",2841964,1491324
Wirt,West Virginia,Republican,"10 - 15 %",2841964,1491324
Yuba,California,Republican,"10 - 15 %",2841964,1491324
Mingo,West Virginia,Republican,"10 - 15 %",2841964,1491324
Clarke,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Caldwell,Missouri,Democrat,"10 - 15 %",2841964,1491324
Malheur,Oregon,Republican,"10 - 15 %",2841964,1491324
Richland,Ohio,Republican,"10 - 15 %",2841964,1491324
Bell,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Roscommon,Michigan,Republican,"10 - 15 %",2841964,1491324
Oconto,Wisconsin,Republican,"10 - 15 %",2841964,1491324
Nicholas,West Virginia,Republican,"10 - 15 %",2841964,1491324
Caldwell,Missouri,Republican,"10 - 15 %",2841964,1491324
Clay,Indiana,Republican,"10 - 15 %",2841964,1491324
Audrain,Missouri,Democrat,"10 - 15 %",2841964,1491324
Jackson,Wisconsin,Republican,"10 - 15 %",2841964,1491324
Union,Florida,Republican,"10 - 15 %",2841964,1491324
Callahan,Texas,Democrat,"10 - 15 %",2841964,1491324
Jefferson,Tennessee,Republican,"10 - 15 %",2841964,1491324
Choctaw,Oklahoma,Democrat,"10 - 15 %",2841964,1491324
Armstrong,Pennsylvania,Republican,"10 - 15 %",2841964,1491324
Clay,Tennessee,Republican,"10 - 15 %",2841964,1491324
Colusa,California,Democrat,"10 - 15 %",2841964,1491324
Callahan,Texas,Republican,"10 - 15 %",2841964,1491324
Richland,Louisiana,Democrat,"10 - 15 %",2841964,1491324
Cass,Indiana,Democrat,"10 - 15 %",2841964,1491324
Orange,Texas,Republican,"10 - 15 %",2841964,1491324
Hitchcock,Nebraska,Democrat,"10 - 15 %",2841964,1491324
Humphreys,Tennessee,Republican,"10 - 15 %",2841964,1491324
Stewart,Georgia,Democrat,"10 - 15 %",2841964,1491324
Richland,Louisiana,Republican,"10 - 15 %",2841964,1491324
